Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Loại đường vào,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,duong_vao_null_flag,Đường_Từ_Địa_Chỉ,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Khac,Ty_Le_Dat_O,Tổng số phòng,Khoảng giá
60.0,4.0,5.8545454545454545,Sổ hồng,Cơ bản,10.7932242888024,106.687243834243,Mặt tiền,Quận 1,Phường Tân Định,76.6,1,Đường Nguyễn Văn Nguyễn,37.15404699738904,0.0,0.0,62.87206266318538,9.0,18.0
80.0,2.0,6.0,không có,Trống / Nhà thô,10.825781922376,106.689800793755,Chưa xác định,Quận Gò Vấp,Phường 5,83.8,1,Đường Phan Văn Trị,47.62529832935561,0.0,0.0,52.39856801909307,9.0,16.2
103.0,1.0,10.0,Sổ hồng,Trống / Nhà thô,10.6511725450656,106.730036501086,Chưa xác định,Huyện Nhà Bè,Xã Long Thới,3900.8,0,Đường Nguyễn Văn Tạo,,,,,11.0,3.97
210.0,3.0,12.0,Sổ hồng,Đầy đủ,10.7888102483748,106.661435911076,Chưa xác định,Quận Tân Bình,Phường 12,72.9,0,Đường K300,39.39643347050754,0.0,0.0,60.576131687242786,69.0,33.5
260.0,1.0,30.0,Sổ đỏ,Trống / Nhà thô,10.804416066651,106.815755976623,Chưa xác định,Quận 9,Phường Long Trường,,0,Đường Nguyễn Duy Trinh,,,,,17.0,19.5
87.0,5.0,15.0,không có,Trống / Nhà thô,10.7544667198062,106.665318861829,Mặt tiền,Quận 5,Phường 11,2191.6,0,Phố Đặng Thái Thân,57.77377258623837,0.0,0.0,42.226227413761634,7.0,33.0
37.0,2.0,3.0,Sổ hồng,Cơ bản,10.7380637762464,106.662623983109,Hẻm xe máy,Quận 8,Phường 5,600.1,0,Đường Bông Sao,77.61539743376103,0.6215630728211965,0.0,21.756373937677054,4.0,4.28
89.0,5.0,8.5,Sổ hồng,Đầy đủ,10.7955208927378,106.680124163984,Chưa xác định,Quận Phú Nhuận,Phường 15,75.7,1,Đường Duy Tân,6.90885072655218,0.0,0.0,93.11756935270805,24.0,16.7
37.0,3.0,3.0,Sổ hồng,Đầy đủ,10.7271991620513,106.6339493859,Chưa xác định,Quận 8,Phường 15,133.4,0,Đường Mễ Cốc,36.58920539730135,63.38080959520239,0.0,0.0,7.0,4.85
32.0,4.0,3.0,Sổ hồng,Cơ bản,10.8016222564963,106.687612201687,Mặt tiền,Quận Phú Nhuận,Phường 7,68.1,0,Đường Phan Tây Hồ,18.737151248164466,0.0,0.0,81.30690161527167,7.0,7.3
186.0,4.0,17.0,Sổ hồng,Trống / Nhà thô,10.806697928651,106.675821902793,Chưa xác định,Quận Phú Nhuận,Phường 9,116.7,0,Đường Đào Duy Anh,17.266495287060838,0.0,0.0,82.7420736932305,8.0,54.0
266.0,2.0,10.0,Sổ hồng,Cơ bản,10.7815421740068,106.527196166558,Mặt tiền,Huyện Bình Chánh,Xã Lê Minh Xuân,2984.0,0,Đường Lô 2,0.0,0.6930294906166219,0.0,0.0,6.0,5.85
215.0,3.0,15.6,Sổ hồng,Trống / Nhà thô,10.7707588683748,106.776179421785,Chưa xác định,Quận 2,Phường Cát Lái,,1,Đường Nguyễn Thị Định,,,,,48.0,28.0
175.0,1.0,4.0,Sổ hồng,Đầy đủ,10.6846573804845,106.572993270918,Chưa xác định,Huyện Bình Chánh,Thị trấn Tân Túc,1894.4,0,Đường Tân Túc,0.0,99.99841638513513,0.0,0.0,4.0,7.0
64.0,4.0,12.0,Sổ hồng,Đầy đủ,10.6927206131217,106.741057034401,Mặt tiền,Huyện Nhà Bè,Thị trấn Nhà Bè,184.1,0,Đường Huỳnh Tấn Phát,15.241716458446497,0.0,0.0,84.7637153720804,9.0,9.69
104.0,3.0,25.4,Sổ hồng,Trống / Nhà thô,10.8228070474652,106.684999468157,Chưa xác định,Quận Gò Vấp,Phường 4,1587.0,1,Đường Nguyễn Thái Sơn,1.2514177693761814,72.2665406427221,0.0,26.48015122873346,5.0,7.8
21.0,5.0,4.0,Sổ hồng,Đầy đủ,10.7582193601247,106.684737845135,Hẻm ô tô,Quận 5,Phường 2,57.9,0,Đường Nguyễn Văn Cừ,0.0,0.0,0.0,99.93091537132987,9.0,7.25
65.0,4.0,7.4,Sổ hồng,Đầy đủ,10.7699606642181,106.694129882286,Mặt tiền,Quận Tân Bình,Phường 12,16853.0,1,Đường Lê Lai,95.07618821574793,4.922862398386044,0.0,0.0,8.0,11.8
44.0,4.0,4.0,Sổ hồng,Đầy đủ,10.6929407150495,106.740414114661,Mặt tiền,Huyện Nhà Bè,Thị trấn Nhà Bè,191.9,0,Đường Huỳnh Tấn Phát,0.0,0.0,0.0,99.99478895257946,9.0,6.35
55.0,4.0,8.75,Sổ hồng,Đầy đủ,10.8075851706239,106.703234276064,Mặt tiền,Quận Bình Thạnh,Phường 12,128.1,1,Đường Bùi Đình Túy,0.9133489461358314,0.0,0.0,99.11007025761124,8.0,8.0
54.0,1.0,6.0,Sổ hồng,Trống / Nhà thô,10.758230644374,106.612634442182,Mặt tiền,Quận Bình Tân,Phường Bình Trị Đông B,2345.5,0,Đường Tỉnh Lộ 10,52.493285013856315,0.0,0.0,47.50500959283735,4.0,4.2
210.0,7.0,20.9,Sổ hồng,Trống / Nhà thô,10.8048925489774,106.662305410014,Chưa xác định,Quận Tân Bình,Phường 4,155.4,1,Đường Nguyễn Cảnh Dị,25.849420849420852,0.0,0.0,74.14414414414414,57.0,45.0
70.0,2.0,9.6,Sổ hồng,Trống / Nhà thô,10.77446,106.6357,Chưa xác định,Quận Tân Phú,Phường Hòa Thạnh,9172.2,1,Đường Trịnh Đình Thảo,18.09107956651621,0.0,0.0,81.9093565338741,4.0,5.9
99.0,3.0,7.6,Sổ hồng,Trống / Nhà thô,10.896380084091,106.57979875803,Chưa xác định,Huyện Hóc Môn,Xã Tân Thới Nhì,85472.7,1,Unknown,0.20854612057417166,99.79140708085738,0.0,0.0,6.0,4.15
100.0,2.0,7.0,Sổ hồng,Đầy đủ,10.766565793578,106.626952233498,Hẻm ô tô,Quận Tân Phú,Phường Tân Thới Hòa,4527.4,0,Đường Tô Hiệu,79.52445111984804,0.0,10.93121880107788,9.54477183372355,9.0,8.25
40.0,5.0,6.0,Sổ hồng,Trống / Nhà thô,10.8050981796346,106.681946375619,Hẻm ô tô,Quận Phú Nhuận,Phường 5,247.3,0,Đường Thích Quảng Đức,0.0,0.0,0.0,99.99595632834613,5.0,10.0
66.0,1.0,3.0,Sổ hồng,Cơ bản,10.7033675228425,106.703876423949,Mặt tiền,Huyện Nhà Bè,Xã Phước Kiển,509.0,0,Đường Lê Văn Lương,46.37524557956778,0.0,0.0,53.61493123772102,8.0,3.33
68.0,2.0,7.0,Sổ hồng,Đầy đủ,10.8712828261615,106.631176806986,Mặt tiền,Quận 12,Phường Tân Chánh Hiệp,,0,Đường Lâm Thị Hố,,,,,4.0,4.3
135.0,1.0,7.0,Sổ hồng,Trống / Nhà thô,10.8305222868941,106.70553312458,Chưa xác định,Quận Bình Thạnh,Phường 13,4489.4,1,Đường Bình Lợi,77.58319597273578,0.0,0.0,22.416358533434313,8.0,14.0
78.0,4.0,7.0,Sổ hồng,Trống / Nhà thô,10.8259991933273,106.765222291276,Chưa xác định,Quận 9,Phường Phước Long A,,0,Đường Tây Hòa,,,,,10.0,8.73
52.0,3.0,7.5,Sổ hồng,Trống / Nhà thô,10.7974748607388,106.696075508584,Chưa xác định,Quận Bình Thạnh,Phường 3,45.0,1,Đường Lê Văn Duyệt,41.46666666666667,0.0,0.0,58.48888888888889,8.0,10.0
30.0,4.0,10.0,Sổ hồng,Đầy đủ,10.8306404848188,106.63331754247,Hẻm ô tô,Quận Tân Bình,Phường 15,22965.3,0,Đường Phan Huy Ích,4.6712213644063,0.057782828876609495,94.9964947115866,0.274370463264142,7.0,5.4
84.0,2.0,8.0,Sổ hồng,Trống / Nhà thô,10.7788088304321,106.640643394914,Chưa xác định,Quận Tân Phú,Phường Phú Trung,344.1,0,Đường Cao Văn Ngọc,28.1110142400465,0.0,0.0,71.89479802383028,4.0,9.0
319.0,4.0,20.4,không có,Trống / Nhà thô,10.806187,106.76898,Mặt tiền,Quận 2,Phường An Phú,,1,Unknown,,,,,10.0,60.0
60.0,4.0,7.0,Sổ hồng,Đầy đủ,10.8806308161916,106.650872550185,Chưa xác định,Quận 12,Phường Thới An,1548.4,1,Đường Trần Thị Cờ,71.44988375096874,0.0,0.0,28.549470421079825,9.0,6.78
45.0,4.0,4.0,Sổ hồng,Đầy đủ,10.815968586381,106.693942957095,Hẻm ô tô,Quận Bình Thạnh,Phường 11,484.1,0,Đường Lê Quang Định,0.0,0.0,0.0,99.99380293327825,6.0,5.8
58.0,5.0,8.0,Sổ hồng,Đầy đủ,10.8800251214573,106.665589162296,Mặt tiền,Quận 12,Phường Thạnh Xuân,2208.3,0,Đường Thạnh Xuân 25,19.443916134583162,0.0,0.0,80.55789521351265,10.0,6.45
36.0,5.0,10.0,Sổ hồng,Đầy đủ,10.8426589303833,106.683406827941,Chưa xác định,Quận Gò Vấp,Phường 6,5577.9,0,Đường Dương Quảng Hàm,64.27042435325123,35.729396367808675,0.0,0.0,7.0,7.45
63.0,4.0,8.0,Sổ hồng,Đầy đủ,10.7650971211566,106.616524736616,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông,1005.1,0,Đường Lê Văn Quới,95.48104666202367,0.0,4.515968560342254,0.0,8.0,7.5
96.0,3.0,18.0,Sổ hồng,Trống / Nhà thô,10.69125,106.7212,Chưa xác định,Huyện Nhà Bè,Xã Phước Kiển,124636.3,0,Đường Nguyễn Hữu Thọ,6.473475223510326,13.61510250224052,0.0,12.825870151793659,9.0,12.4
64.0,5.0,5.0,Sổ hồng,Đầy đủ,10.8257668191059,106.631456427276,Hẻm ô tô,Quận Tân Bình,Phường 15,9864.7,0,Đường Cống Lở,33.016817541334255,0.0,0.0,66.9832838302229,8.0,7.0
210.0,7.0,22.6,không có,Trống / Nhà thô,10.8082603281337,106.732811438541,Chưa xác định,Quận 2,Phường Thảo Điền,,1,Đường Nguyễn Văn Hưởng,,,,,43.0,39.0
25.0,3.0,5.0,Sổ đỏ,Đầy đủ,10.7668538869145,106.692635673208,Chưa xác định,Quận 1,Phường Phạm Ngũ Lão,1470.8,1,Đường Bùi Viện,98.70750611911885,0.0,1.2931737829752517,0.0,4.0,8.45
46.0,4.0,30.0,Sổ hồng,Đầy đủ,10.8032325738475,106.684676947813,Mặt tiền,Quận Phú Nhuận,Phường 3,39.5,0,Phố Phan Đăng Lưu,20.759493670886073,0.0,0.0,79.16455696202532,9.0,17.0
72.0,2.0,8.0,Sổ hồng,Trống / Nhà thô,10.7932234395629,106.624742566555,Mặt tiền,Quận Tân Phú,Phường Tân Quý,609.4,1,Đường Tân Quý,9.42894650475878,0.0,0.0,90.56448966196258,4.0,12.3
30.0,4.0,3.2,Sổ hồng,Đầy đủ,10.8108545843353,106.70180765453,Chưa xác định,Quận Bình Thạnh,Phường 12,1412.5,1,Đường Chu Văn An,17.998584070796458,0.0,0.0,80.61309734513274,7.0,6.3
300.0,3.0,5.0,Sổ hồng,Cơ bản,10.8194688760218,106.702355452813,Hẻm ô tô,Quận Bình Thạnh,Phường 13,3209.8,0,Đường Nơ Trang Long,43.96255218393669,1.102249361330924,0.0,54.934263817060256,26.0,22.99
100.0,1.0,9.1,không có,Trống / Nhà thô,10.7984769605765,106.751656194587,Chưa xác định,Quận 2,Phường An Phú,,1,Đường Mai Chí Thọ,,,,,5.0,8.5
58.0,2.0,5.0,Sổ hồng,Trống / Nhà thô,10.8715567146331,106.677831149338,Mặt tiền,Quận 12,Phường Thạnh Lộc,199.9,0,Đường Thạnh Lộc 22,0.0,0.0,0.0,100.0,5.0,4.65
50.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.692861559266,106.740851652956,Hẻm ô tô,Huyện Nhà Bè,Thị trấn Nhà Bè,3078.9,0,Đường Huỳnh Tấn Phát,90.07047971678196,0.0,0.0,9.929195491896458,7.0,6.1
45.0,3.0,3.0,Sổ hồng,Trống / Nhà thô,10.802434179919,106.678235380284,Chưa xác định,Quận Phú Nhuận,Phường 9,58.9,0,Đường Đỗ Tấn Phong,0.0,0.0,0.0,100.0,8.0,7.39
51.0,2.0,6.0,Sổ hồng,Trống / Nhà thô,10.7827971198536,106.60892640713,Mặt tiền,Quận Bình Tân,Phường Bình Hưng Hòa A,7116.1,0,Unknown,23.991090625483057,32.05028035019182,43.44275656609659,0.5165750902882196,6.0,5.35
64.0,2.0,30.0,Sổ hồng,Trống / Nhà thô,10.8011502943852,106.618871835963,Mặt tiền,Quận Tân Phú,Phường Sơn Kỳ,4709.7,0,Đường Bờ Bao Tân Thắng,44.674183068985286,31.7746353270909,0.0,23.530585812259805,5.0,15.9
69.0,2.0,11.0,Sổ đỏ,Trống / Nhà thô,10.7809348594499,106.676347035284,Chưa xác định,Quận 3,Phường 10,253.0,1,Đường Cách Mạng Tháng Tám,13.988142292490119,0.0,0.0,85.99604743083003,6.0,12.0
78.0,2.0,4.0,Sổ hồng,Cơ bản,10.8094597722238,106.693154839469,Mặt tiền,Quận Bình Thạnh,Phường 7,765.2,0,Đường Lê Quang Định,96.49503397804496,0.0,0.0,3.5023523261892313,5.0,8.7
72.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.7965167618534,106.675649605645,Mặt tiền,Quận Phú Nhuận,Phường 8,75.7,1,Đường Nguyễn Thị Huỳnh,34.01585204755614,0.0,0.0,65.94451783355349,5.0,18.5
68.0,4.0,6.5,Sổ hồng,Đầy đủ,10.8799870707166,106.66554650153,Chưa xác định,Quận 12,Phường Thạnh Xuân,4815.2,1,Đường Thạnh Xuân 25,86.31562551918924,5.631957135736833,0.0,8.049509885363017,9.0,6.69
93.0,4.0,12.0,Sổ hồng,Cơ bản,10.6751728753686,106.698024655517,Mặt tiền,Huyện Nhà Bè,Xã Nhơn Đức,1162.0,0,Đường Lê Văn Lương,4.419104991394148,0.0,0.0,95.5774526678141,9.0,8.1
89.0,2.0,6.0,Sổ hồng,Đầy đủ,10.7548513041562,106.680465524768,Mặt tiền,Quận 5,Phường 2,521.8,0,Đường Trần Hưng Đạo,0.0,0.0,0.0,99.99808355691836,6.0,22.0
61.0,5.0,6.0,Sổ hồng,Trống / Nhà thô,10.7741552994805,106.677701382177,Mặt tiền,Quận 10,Phường 11,232.0,0,Đường 3/2,2.4827586206896552,0.0,0.0,97.64655172413794,16.0,14.9
83.0,2.0,6.2,Sổ hồng,Cơ bản,10.6668783989554,106.72414150089,Chưa xác định,Huyện Nhà Bè,Xã Long Thới,,1,Đường Nguyễn Văn Tạo,,,,,10.0,5.3
32.0,2.0,3.0,Sổ hồng,Đầy đủ,10.7402904424503,106.735842361381,Mặt tiền,Quận 7,Phường Phú Thuận,142.1,0,Đường Nguyễn Văn Quỳ,63.082336382829,0.0,0.0,36.88951442646024,4.0,4.68
37.0,4.0,4.0,Sổ hồng,Cơ bản,10.8038645991799,106.681095385502,Hẻm ô tô,Quận Phú Nhuận,Phường 4,983.5,0,Đường Nguyễn Đình Chiểu,75.84951703101169,0.0,0.0,24.150482968988307,10.0,7.5
45.0,2.0,6.0,không có,Trống / Nhà thô,10.808087581157,106.70308188021,Hẻm ô tô,Quận Bình Thạnh,Phường 12,160.5,1,Đường Bùi Đình Túy,5.1152647975077885,0.0,0.0,94.87227414330218,8.0,6.98
51.0,1.0,6.0,Sổ hồng,Trống / Nhà thô,10.8200799015657,106.704002182638,Hẻm ô tô,Quận Bình Thạnh,Phường 13,1017.2,0,Phố Nguyễn Xí,76.16397955171058,23.835037357451828,0.0,0.0,2.0,7.35
47.0,4.0,4.5,không có,Trống / Nhà thô,10.793858046038,106.668502749181,Mặt tiền,Quận Tân Bình,Phường 1,73.8,1,Đường Lê Văn Sỹ,0.0,0.0,0.0,100.0,9.0,9.6
55.0,4.0,8.75,Sổ hồng,Đầy đủ,10.7432718196136,106.722533665431,Hẻm ô tô,Quận 7,Phường Bình Thuận,49331.1,1,Đường Nguyễn Thị Thập,58.96132460050557,41.03871594187034,0.0,0.0,8.0,11.95
45.0,1.0,7.8,không có,Đầy đủ,10.7206355183424,106.655892514171,Chưa xác định,Huyện Bình Chánh,Xã Bình Hưng,114.0,1,Đường Quốc Lộ 50,100.0,0.0,0.0,0.0,3.0,3.1
172.0,4.0,9.4,Sổ hồng,Trống / Nhà thô,10.8032073250253,106.716393904025,Chưa xác định,Quận Bình Thạnh,Phường 25,984.7,1,Đường Nguyễn Gia Trí,73.03239565349851,0.0,0.0,26.963542195592566,31.0,69.0
76.0,3.0,7.433333333333333,Sổ hồng,Trống / Nhà thô,10.7315444965521,106.731641711556,Chưa xác định,Quận 7,Phường Tân Phú,1569.8,1,Đường Huỳnh Tấn Phát,98.89794878328449,0.0,0.0,1.101414192890814,7.0,7.6
280.0,8.0,21.7,Sổ hồng,Trống / Nhà thô,10.7481881717709,106.71587604964,Mặt tiền,Quận 7,Phường Tân Thuận Tây,1405.6,1,Đường Lâm Văn Bền,87.20332953898692,0.0,0.0,12.79667046101309,11.0,100.0
35.0,2.0,2.5,Sổ hồng,Trống / Nhà thô,10.762208651142,106.662008560844,Mặt tiền,Quận 10,Phường 7,15189.0,1,Đường Nguyễn Kim,75.56745012838238,4.395220225162947,0.0,20.036342089670153,4.0,5.67
130.0,5.0,16.0,Sổ hồng,Trống / Nhà thô,10.7878893306492,106.678152884545,Chưa xác định,Quận 3,Phường 14,1160.6,1,Đường Trần Quang Diệu,30.350680682405656,69.64673444769947,0.0,0.0,12.0,15.0
68.0,4.0,6.5,Sổ hồng,Trống / Nhà thô,10.7819248306033,106.651459136112,Chưa xác định,Quận Tân Bình,Phường 8,,1,Unknown,,,,,9.0,8.9
78.0,4.0,10.093333333333334,Sổ hồng,Trống / Nhà thô,10.8418426677613,106.676348858432,Hẻm ô tô,Quận Gò Vấp,Phường 17,156.3,1,Đường Nguyễn Oanh,53.09021113243762,0.0,0.0,46.88419705694177,8.0,9.85
131.0,3.0,7.0,Sổ hồng,Cơ bản,10.7573085423198,106.678093703598,Chưa xác định,Quận 5,Phường 3,1874.7,0,Đường Nguyễn Trãi,91.11271136715206,0.0,0.0,8.888888888888888,11.0,24.5
100.0,4.0,12.0,Sổ hồng,Đầy đủ,10.7245321842492,106.680354676349,Mặt tiền,Huyện Bình Chánh,Xã Bình Hưng,1477.1,0,Đường Số 6,58.10574774896757,21.693859589736647,0.0,20.20106966352989,8.0,12.5
