Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Loại đường vào,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,duong_vao_null_flag,Đường_Từ_Địa_Chỉ,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Khac,Ty_Le_Dat_O,Tổng số phòng,khoang_cach_trung_tam,Khoảng giá
80.0,1.0,4.0,Sổ hồng,Trống / Nhà thô,10.8412042601513,106.725455430172,Chưa xác định,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,,0,0,0,0,0,0,Đường Số 48,,,,,3.0,7.722983427871126,5.65
57.0,5.0,20.0,Sổ hồng,Cơ bản,10.8121234207638,106.692319317232,Chưa xác định,Quận Bình Thạnh,Phường 11,136.8,1,1,1,1,1,0,Đường Nguyễn Văn Đậu,14.020467836257309,0.0,0.0,85.97222222222221,22.0,4.129657010137629,10.0
40.0,2.0,3.0,Sổ hồng,Đầy đủ,10.731909678911,106.731655441563,Mặt tiền,Quận 7,Phường Tân Phú,955.6,0,1,1,0,1,0,Đường Huỳnh Tấn Phát,82.13059857681039,0.0,0.0,17.868354960234406,4.0,5.931064270531051,4.89
30.0,5.0,6.0,Sổ đỏ,Trống / Nhà thô,10.7870631326408,106.651588713034,Hẻm ô tô,Quận Tân Bình,Phường 11,,1,0,0,0,0,0,Đường Lạc Long Quân,,,,,8.0,5.5463637586774235,6.35
58.0,2.0,3.0,Sổ hồng,Cao cấp,10.8719009865636,106.677574055153,Chưa xác định,Quận 12,Phường Thạnh Lộc,2362.5,0,0,0,0,0,1,Đường Thạnh Lộc 22,3.4844444444444442,0.0,0.0,96.5168253968254,4.0,10.968888114709507,4.65
140.0,4.0,12.0,Sổ hồng,Trống / Nhà thô,10.7898495257691,106.734757654041,Chưa xác định,Quận 2,Phường An Khánh,,1,0,0,0,0,0,Đường Số 14,,,,,20.0,3.9859857536470638,28.0
52.0,4.0,7.0,Sổ hồng,Trống / Nhà thô,10.8057334784854,106.63819657699,Chưa xác định,Quận Tân Bình,Phường 13,688.1,0,1,0,0,0,0,Đường Phan Văn Sửu,85.02833890422905,0.0,0.0,14.977474204330765,8.0,7.624940843577942,9.9
52.0,3.0,6.0,Sổ hồng,Đầy đủ,10.7646655579396,106.616350134523,Hẻm ô tô,Quận Bình Tân,Phường Bình Trị Đông,1912.0,1,0,0,0,0,0,Unknown,68.26464435146443,0.0,1.4843096234309623,30.252092050209207,6.0,9.343143306931397,5.6
80.0,5.0,6.0,Sổ hồng,Đầy đủ,10.7677910369144,106.594860123841,Hẻm ô tô,Quận Bình Tân,Phường Bình Trị Đông A,1886.4,1,0,0,1,0,0,Đường Mã Lò,6.972540288379983,0.0,0.0,93.02745971162001,8.0,11.641015142745312,6.8
64.0,2.0,20.0,Sổ hồng,Trống / Nhà thô,10.7522002642937,106.598028866511,Mặt tiền,Quận Bình Tân,Phường Tân Tạo,,1,1,1,0,1,1,Đường Số 48,,,,,4.0,11.566152339274623,7.7
59.0,4.0,4.0,Sổ hồng,Đầy đủ,10.7955289989817,106.677755424782,Hẻm ô tô,Quận Phú Nhuận,Phường 15,1378.3,1,0,0,0,0,0,Đường Nguyễn Đình Chính,76.85337009359355,0.0,0.0,23.145904374954654,9.0,3.34928638919087,9.9
50.0,4.0,6.0,Sổ hồng,Trống / Nhà thô,10.7012307108186,106.741160606826,Mặt tiền,Huyện Nhà Bè,Thị trấn Nhà Bè,347.9,1,0,0,0,0,0,Đường Dương Cát Lợi,14.736993388904859,0.0,0.0,85.27737855705664,8.0,9.39553087381642,6.4
60.0,2.0,10.0,Sổ hồng,Trống / Nhà thô,10.7236209243825,106.61608653143,Chưa xác định,Quận Bình Tân,Phường An Lạc,2083.9,0,0,1,0,0,0,Đường An Dương Vương,0.0,0.0,100.0,0.0,4.0,10.96238709629223,6.49
138.0,4.0,6.0,Sổ hồng,Đầy đủ,10.7886246639476,106.673932704533,Hẻm ô tô,Quận 3,Phường 12,81.4,0,0,1,0,0,0,Đường Lê Văn Sỹ,0.0,0.0,0.0,99.93857493857492,26.0,3.282818569813019,20.5
310.0,6.0,15.0,Sổ hồng,Đầy đủ,10.7423625402593,106.710563088951,Chưa xác định,Quận 7,Phường Tân Quy,191.9,0,0,0,0,1,0,Unknown,11.307972902553413,0.0,0.0,88.69723814486711,93.0,3.8805403353562338,49.0
79.0,4.0,8.0,Sổ hồng,Đầy đủ,10.7965778046013,106.690763015763,Chưa xác định,Quận Phú Nhuận,Phường 2,,0,0,0,0,0,0,Đường Hoa Hồng,,,,,8.0,2.551570786187012,24.9
48.0,2.0,8.0,Sổ hồng,Trống / Nhà thô,10.7776612279877,106.624296975883,Chưa xác định,Quận Tân Phú,Phường Phú Thạnh,120.4,0,1,1,0,0,1,Đường Trần Quang Cơ,0.0,0.0,0.0,100.0,5.0,8.391517614536601,6.0
120.0,4.0,14.1,Sổ hồng,Đầy đủ,10.7436357025331,106.732903572098,Chưa xác định,Quận 7,Phường Tân Thuận Đông,3873.1,0,0,0,0,0,1,Đường Trần Trọng Cung,34.70708218223129,25.52735534842891,0.0,39.765820660452874,8.0,5.002117334418968,18.0
236.0,3.0,16.0,Sổ hồng,Trống / Nhà thô,10.7858077567268,106.621873730322,Mặt tiền,Quận Tân Phú,Phường Phú Thọ Hòa,3303.5,0,0,0,0,0,0,Đường Lê Thiệt,97.22112910549416,0.0,0.0,2.7797790222491296,6.0,8.722512908592126,28.0
97.0,1.0,16.0,Sổ hồng,Đầy đủ,10.747563404024,106.685335954264,Chưa xác định,Quận 8,Phường 2,1309.7,0,1,1,0,0,1,Đường Nguyễn Thị Tần,82.73421394212414,0.0,0.0,17.268076658776817,4.0,3.600519522072916,7.99
197.0,4.0,18.333333333333332,Sổ hồng,Trống / Nhà thô,10.8443802584137,106.769047767366,Mặt tiền,Thành phố Thủ Đức,Phường Bình Thọ,,0,0,0,0,1,1,Đường Thống Nhất,,,,,21.0,10.624992863692043,52.0
70.0,3.0,12.0,Sổ hồng,Đầy đủ,10.8118917346903,106.624508688983,Mặt tiền,Quận Tân Phú,Phường Tây Thạnh,1348.6,1,1,1,0,0,0,Đường Nguyễn Hữu Tiến,8.571852291265015,64.69079044935488,0.0,26.73661574966632,7.0,9.269082512452243,8.1
84.0,4.0,9.0,Sổ hồng,Đầy đủ,10.8496326326394,106.65071527234,Mặt tiền,Quận Gò Vấp,Phường 9,4169.7,0,0,0,0,0,1,Đường Phạm Văn Chiêu,1.426241696045279,0.0,91.96369043336452,6.610787346811521,11.0,9.86508980900687,10.0
105.0,2.0,20.0,Sổ hồng,Cơ bản,10.68678227191234,106.5852450409788,Chưa xác định,Huyện Bình Chánh,Thị trấn Tân Túc,3024.1,0,0,0,0,0,0,Đường Tân Túc,85.03554776627757,14.964452233722428,0.0,0.0,7.0,16.0817187422533,7.0
63.0,3.0,9.333333333333332,Sổ hồng,Trống / Nhà thô,10.8546705697809,106.758150234818,Chưa xác định,Thành phố Thủ Đức,Phường Linh Chiểu,,0,0,0,0,0,1,Đường Chương Dương,,,,,6.0,10.740064132213602,4.59
79.0,4.0,5.0,Sổ hồng,Đầy đủ,10.7931802881832,106.627909892075,Chưa xác định,Quận Tân Phú,Phường Tân Quý,57.3,1,1,1,0,0,0,Đường Độc Lập,34.13612565445026,0.0,0.0,65.91623036649216,11.0,8.219702990323198,9.5
300.0,3.0,10.0,Sổ hồng,Trống / Nhà thô,10.7765338685001,106.758995282041,Chưa xác định,Quận 2,Phường Thạnh Mỹ Lợi,,0,0,0,0,1,1,Unknown,,,,,9.0,6.324410684736308,65.0
100.0,4.0,12.0,Sổ hồng,Trống / Nhà thô,10.751328770973,106.60867625357,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông B,902660.3,0,1,0,0,0,0,Đường 32,0.48759871238382807,0.0,0.0,0.0,11.0,10.462301874044256,19.5
41.0,3.0,5.0,Sổ hồng,Đầy đủ,10.731687254786,106.745103388624,Hẻm ô tô,Quận 7,Phường Phú Thuận,9782.4,1,0,0,0,0,0,Đường Huỳnh Tấn Phát,12.071270853778215,31.6465284592738,56.282200686947995,0.0,8.0,6.883768625303283,6.79
48.0,5.0,5.0,Sổ hồng,Trống / Nhà thô,10.8111069816281,106.702064915651,Hẻm ô tô,Quận Bình Thạnh,Phường 12,,1,0,0,0,0,0,Đường Chu Văn An,,,,,8.0,3.905140761347409,8.7
64.0,3.0,6.0,Sổ hồng,Cơ bản,10.8458543270166,106.71825092203,Chưa xác định,Thành phố Thủ Đức,Phường Hiệp Bình Phước,,0,0,0,0,0,0,Đường Quốc Lộ 13,,,,,8.0,7.99013671559904,7.2
61.0,3.0,20.0,Sổ hồng,Đầy đủ,10.7055295204486,106.740579826678,Chưa xác định,Quận 7,Phường Phú Mỹ,1102.2,0,0,0,0,0,1,Đường Chuyên Dùng 9,53.56196697514063,8.746144075485393,0.0,37.69007439666122,9.0,8.944530866349506,7.45
448.0,4.0,18.0,Sổ hồng,Trống / Nhà thô,10.8083994321884,106.73300967008,Chưa xác định,Quận 2,Phường Thảo Điền,,0,0,0,0,0,1,Đường Nguyễn Văn Hưởng,,,,,12.0,5.012720439545782,78.0
44.0,4.0,11.0,Sổ hồng,Trống / Nhà thô,10.8416341758951,106.65714157498,Chưa xác định,Quận Gò Vấp,Phường 11,4508.5,0,0,0,0,1,1,Đường Lê Văn Thọ,87.35566152822446,12.644560275036042,0.0,0.0,8.0,8.735867532377243,6.9
24.0,4.0,3.866666666666667,Sổ đỏ,Trống / Nhà thô,10.7667912028474,106.664532103888,Mặt tiền,Quận 10,Phường 8,4009.0,0,0,0,0,0,1,Đường 3/2,41.92192566724869,0.0,0.0,58.07358443502121,4.0,4.123677885943417,12.8
40.0,5.0,12.0,Sổ hồng,Trống / Nhà thô,10.7730943587354,106.676812680575,Mặt tiền,Quận 10,Phường 12,1340.0,1,1,1,1,0,1,Đường 3/2,97.21865671641791,0.0,0.0,2.779850746268657,7.0,2.672616922576965,8.3
61.0,1.0,6.0,Sổ hồng,Đầy đủ,10.7975883246558,106.696058720532,Chưa xác định,Quận Bình Thạnh,Phường 1,970.6,0,0,0,0,0,1,Đường Lê Văn Duyệt,0.0,0.5347207912631362,0.0,99.46218833711106,3.0,2.462861114675215,11.8
36.0,3.0,4.0,Sổ hồng,Đầy đủ,10.8203086496271,106.703651707435,Mặt tiền,Quận Bình Thạnh,Phường 13,127.6,1,1,1,0,0,0,Phố Nguyễn Xí,97.59404388714734,0.0,0.0,2.4216300940438873,9.0,4.934774093427065,8.0
69.0,5.0,7.6,Sổ đỏ,Trống / Nhà thô,10.7939816368616,106.67445256066,Chưa xác định,Quận Phú Nhuận,Phường 11,109.6,1,0,0,0,0,1,Đường Trần Hữu Trang,0.0,0.0,0.0,100.0,8.0,3.531312339178443,16.9
83.0,4.0,4.0,Sổ hồng,Trống / Nhà thô,10.7514080436114,106.665478182716,Mặt tiền,Quận 5,Phường 10,59.9,0,0,0,0,0,1,Đường Phan Phú Tiên,5.609348914858097,0.0,0.0,94.40734557595994,9.0,4.755997975215848,19.5
250.0,3.0,30.0,Sổ hồng,Đầy đủ,10.8548959681391,106.767782738074,Mặt tiền,Thành phố Thủ Đức,Phường Linh Chiểu,,0,0,0,0,0,0,Đường Hoàng Diệu 2,,,,,7.0,11.402003597599972,38.0
57.0,5.0,16.0,Sổ hồng,Trống / Nhà thô,10.772634613087,106.684148020687,Mặt tiền,Quận 3,Phường 5,30.1,0,0,0,0,0,0,Đường Nguyễn Đình Chiểu,0.0,0.0,99.93355481727573,0.0,11.0,1.8891777362994895,27.8
80.0,2.0,6.0,Sổ hồng,Đầy đủ,10.7619159051642,106.613613182467,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông,107.3,1,0,0,0,0,0,Đường Chiến Lược,39.34762348555452,0.0,0.0,60.64305684995339,6.0,9.68423289773315,6.7
333.0,4.0,30.5,Sổ hồng,Trống / Nhà thô,10.84037,106.8447,Chưa xác định,Quận 9,Phường Long Thạnh Mỹ,,0,0,0,0,1,1,Unknown,,,,,10.0,17.24035338984533,36.5
30.0,4.0,4.0,Sổ hồng,Đầy đủ,10.8061446110829,106.696986486538,Chưa xác định,Quận Bình Thạnh,Phường 14,64.5,0,1,0,1,0,1,Đường Lê Quang Định,22.54263565891473,0.0,0.0,77.45736434108528,8.0,3.3819081247043012,7.45
43.0,4.0,5.0,Sổ hồng,Cơ bản,10.7541800530229,106.647037782567,Hẻm ô tô,Quận 11,Phường 16,61.8,0,0,1,0,0,0,Đường Hồng Bàng,27.653721682847898,0.0,0.0,72.34627831715211,7.0,6.384628317808435,6.8
65.0,3.0,8.0,Sổ hồng,Trống / Nhà thô,10.7762273257571,106.763921740807,Mặt tiền,Quận 2,Phường Thạnh Mỹ Lợi,,1,0,0,0,0,0,Đường Số 16,,,,,4.0,6.862318818909097,7.3
105.0,4.0,10.0,Sổ hồng,Trống / Nhà thô,10.7904462146746,106.687663237701,Mặt tiền,Quận 3,Phường Võ Thị Sáu,93.4,0,0,0,0,0,0,Đường Nguyễn Văn Mai,0.0,0.0,0.0,100.0,13.0,2.175899867648923,33.0
60.0,1.0,4.5,Sổ hồng,Trống / Nhà thô,10.7556197145463,106.70755658083,Chưa xác định,Quận 4,Phường 15,902.6,0,1,0,0,0,1,Đường Xóm Chiếu,41.883447817416354,0.0,58.12098382450698,0.0,3.0,2.3734032767249698,4.99
95.0,2.0,8.0,Sổ hồng,Trống / Nhà thô,10.7901211179294,106.589225045521,Mặt tiền,Quận Bình Tân,Phường Bình Hưng Hòa B,308.3,1,0,0,0,0,0,Đường Liên Khu 5-6,0.0,0.0,0.0,99.99675640609796,12.0,12.320735786420776,5.2
145.0,6.0,12.0,Sổ hồng,Đầy đủ,10.8044387954637,106.625947065558,Mặt tiền,Quận Tân Phú,Phường Sơn Kỳ,833.0,0,1,1,1,1,0,Phố Đỗ Nhuận,0.0,0.0,0.0,99.99759903961585,18.0,8.79689856848234,25.0
28.0,4.0,4.1,Sổ hồng,Đầy đủ,10.7979424215859,106.710765114834,Mặt tiền,Quận Bình Thạnh,Phường 21,3299.9,0,0,1,0,0,1,Đường Xô Viết Nghệ Tĩnh,99.48059032091882,0.30637292039152697,0.0,0.21394587714779234,11.0,2.6584941514063534,6.89
42.0,2.0,7.0,Sổ hồng,Trống / Nhà thô,10.7627757598868,106.686838667875,Chưa xác định,Quận 1,Phường Nguyễn Cư Trinh,48.0,1,0,0,0,0,1,Đường Nguyễn Trãi,51.29166666666667,0.0,0.0,48.70833333333333,5.0,2.1422413046616593,9.8
129.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.6748473561654,106.698688826558,Chưa xác định,Huyện Nhà Bè,Xã Nhơn Đức,473.6,0,0,1,0,0,1,Đường Lê Văn Lương,49.668496621621614,0.0,0.0,50.33361486486486,8.0,11.250745184081037,6.1
44.0,4.0,5.0,Sổ hồng,Đầy đủ,10.7919155936378,106.691530180048,Mặt tiền,Quận 1,Phường Tân Định,1542.6,1,1,1,1,0,0,Đường Trần Quang Khải,99.35692985868016,0.0,0.0,0.6456631660832362,17.0,2.0553967004240135,11.9
56.0,5.0,12.0,Sổ hồng,Đầy đủ,10.7696354679315,106.613470428288,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông,1167.3,0,0,0,1,0,0,Đường Hương lộ 2,99.99914332219653,0.0,0.0,0.0,10.0,9.598362166493525,7.8
56.0,5.0,5.0,Sổ hồng,Đầy đủ,10.8082294333965,106.688379449594,Mặt tiền,Quận Bình Thạnh,Phường 6,88.1,1,0,0,0,0,0,Đường Nguyễn Văn Đậu,17.593643586833146,0.0,0.0,82.46311010215666,9.0,3.8436717535912654,11.3
204.0,4.0,13.333333333333334,Sổ hồng,Trống / Nhà thô,10.8044869693421,106.728806977526,Mặt tiền,Quận 2,Phường Thảo Điền,,0,0,0,0,0,1,Đường Nguyễn Bá Huân,,,,,12.0,4.380963883538596,34.0
76.0,2.0,20.0,Sổ hồng,Trống / Nhà thô,10.7969822417324,106.68108431791,Hẻm ô tô,Quận Phú Nhuận,Phường 1,79.8,1,0,0,0,0,1,Đường Phan Đình Phùng,27.631578947368425,0.0,0.0,72.34335839598998,8.0,3.1974100822691987,11.5
300.0,9.0,30.0,Sổ hồng,Đầy đủ,10.8072193885983,106.623676944883,Mặt tiền,Quận Tân Phú,Phường Tây Thạnh,1109.4,0,0,1,0,0,0,Đường Lê Trọng Tấn,22.70957274202271,0.0,0.0,77.29042725797729,40.0,9.141569573472024,36.0
70.0,2.0,6.0,Sổ hồng,Trống / Nhà thô,10.8097368183889,106.692754128669,Hẻm ô tô,Quận Bình Thạnh,Phường 7,765.2,1,0,0,0,0,0,Đường Lê Quang Định,96.49503397804496,0.0,0.0,3.5023523261892313,7.0,3.860536706551581,9.4
51.0,2.0,4.0,Sổ hồng,Trống / Nhà thô,10.7834649429933,106.678354106471,Mặt tiền,Quận 3,Phường 9,65.7,0,0,0,0,0,0,Đường Rạch Bùng Binh,5.220700152207002,0.0,94.80974124809741,0.0,5.0,2.619584418826396,7.8
74.0,4.0,5.0,Sổ hồng,Đầy đủ,10.8255988612542,106.689963225037,Hẻm ô tô,Quận Gò Vấp,Phường 5,146.0,1,1,0,0,0,0,Đường Phan Văn Trị,24.876712328767123,0.0,0.0,75.10958904109589,24.0,5.647694552369363,14.6
51.0,3.0,6.0,Sổ đỏ,Trống / Nhà thô,10.794583957651,106.657608314522,Chưa xác định,Quận Tân Bình,Phường 4,44.2,0,1,1,1,0,1,Đường Nguyễn Đình Khơi,20.15837104072398,0.0,0.0,79.84162895927601,7.0,5.18060250607727,8.8
55.0,4.0,6.0,Sổ hồng,Đầy đủ,10.7614338234842,106.590270992384,Hẻm ô tô,Quận Bình Tân,Phường Tân Tạo,787.9,1,1,1,0,0,0,Unknown,56.186064221347884,10.615560350298262,0.0,33.20218301814952,10.0,12.214461548891625,6.69
52.0,4.0,6.0,Sổ hồng,Trống / Nhà thô,10.8710339688032,106.732681686849,Chưa xác định,Thành phố Thủ Đức,Phường Tam Bình,,1,1,1,1,0,0,Đường Tỉnh lộ 43,,,,,10.0,11.115981961680358,4.5
38.0,2.0,3.0,Sổ hồng,Trống / Nhà thô,10.7765733981852,106.605641773778,Mặt tiền,Quận Bình Tân,Phường Bình Trị Đông A,279.8,0,1,1,1,0,0,Đường Lê Văn Quới,31.375982844889204,0.0,0.0,68.62044317369549,4.0,10.427476181097193,4.98
64.0,4.0,10.0,Sổ hồng,Đầy đủ,10.8504188221545,106.615632251397,Hẻm ô tô,Quận 12,Phường Trung Mỹ Tây,,0,0,0,0,0,0,Đường Trung Mỹ Tây 2A,,,,,9.0,12.474561104669894,8.89
386.0,10.0,30.0,không có,Trống / Nhà thô,10.762538935515,106.686733086945,Chưa xác định,Quận 1,Phường Nguyễn Cư Trinh,2971.1,0,0,0,0,0,0,Đường Nguyễn Trãi,74.29975429975431,0.0,0.0,25.698899397529534,20.0,2.1687338061168098,458.0
51.0,2.0,5.0,Sổ hồng,Cơ bản,10.8718379765399,106.666757261166,Mặt tiền,Quận 12,Phường Thạnh Xuân,2225.8,1,1,1,0,0,0,Đường Thạnh Xuân 31,100.0,0.0,0.0,0.0,5.0,11.297507467358534,4.2
384.0,3.0,24.8,Sổ đỏ,Trống / Nhà thô,10.86637925589244,106.8167315555206,Chưa xác định,Quận 9,Phường Long Thạnh Mỹ,,1,0,0,1,0,1,Unknown,,,,,13.0,16.13965695067342,25.0
80.0,4.0,10.0,Sổ hồng,Đầy đủ,10.881638523495,106.637886682912,Mặt tiền,Quận 12,Phường Hiệp Thành,33762.1,0,0,0,0,1,0,Đường Nguyễn Thị Búp,0.25226511384066747,18.896810328741402,80.85089493840727,0.0,10.0,13.625065667931645,8.59
140.0,3.0,12.0,Sổ hồng,Trống / Nhà thô,10.7719831959622,106.669288276788,Mặt tiền,Quận 10,Phường 12,240.0,0,0,0,0,0,1,Đường Sư Vạn Hạnh,24.616666666666667,0.0,0.0,75.4875,14.0,3.503534510194315,53.0
39.0,4.0,3.0,Sổ hồng,Đầy đủ,10.7161039104522,106.631755785234,Chưa xác định,Quận 8,Phường 7,349.4,0,0,0,0,0,0,Đường Phạm Thế Hiển,13.649112764739554,86.3594733829422,0.0,0.0,7.0,10.08690903009584,4.2
990.0,3.0,37.2,Sổ hồng,Trống / Nhà thô,10.8062295220215,106.743832418038,Chưa xác định,Quận 2,Phường Thảo Điền,,0,0,0,0,0,1,Phố Nguyễn Ư Dĩ,,,,,53.0,5.751983131301858,228.0
130.0,7.0,18.2,không có,Trống / Nhà thô,10.7692039823815,106.690307187657,Mặt tiền,Quận 1,Phường Bến Thành,2516.2,0,0,0,0,0,1,Đường Nguyễn Trãi,94.08870519036643,0.0,5.91010253556951,0.0,8.0,1.4003549659065317,58.0
232.0,6.0,12.64,Sổ hồng,Trống / Nhà thô,10.8023973511541,106.641715744194,Mặt tiền,Quận Tân Bình,Phường 13,1401.9,0,0,0,0,0,1,Đường Cộng Hòa,99.85804978957128,0.0,0.0,0.1390969398673229,8.0,7.119717696751046,62.0
75.0,3.0,14.0,không có,Cơ bản,10.879043,106.55251,Chưa xác định,Huyện Hóc Môn,Xã Xuân Thới Sơn,34049.8,0,0,1,0,1,0,Đường Thanh Niên,0.0,10.637712996845796,89.36234574065045,0.0,6.0,19.865558003385125,6.5
72.0,3.0,6.166666666666666,Sổ hồng,Trống / Nhà thô,10.8455069821256,106.664734478905,Chưa xác định,Quận Gò Vấp,Phường 16,921.7,0,1,0,0,0,1,Đường Thống Nhất,16.597591407182378,83.40674839969621,0.0,0.0,9.0,8.689687176116783,9.3
177.0,3.0,15.0,Sổ hồng,Trống / Nhà thô,10.8045403973595,106.79315461159,Chưa xác định,Quận 9,Phường Phước Long B,,0,0,0,0,0,0,Đường Liên Phường,,,,,7.0,10.543950803164307,19.0
125.0,1.0,12.0,Sổ hồng,Trống / Nhà thô,10.8488169758077,106.781668364468,Mặt tiền,Quận 9,Phường Hiệp Phú,,0,0,0,0,0,0,Đường Trương Văn Thành,,,,,2.0,11.958048906212337,11.5
52.0,3.0,5.0,Sổ hồng,Đầy đủ,10.7869510672708,106.76362445578,Hẻm ô tô,Quận 2,Phường Bình Trưng Tây,,1,0,0,1,0,0,Unknown,,,,,7.0,6.937383359680418,7.6
90.0,5.0,3.0,Sổ hồng,Trống / Nhà thô,10.7667055072752,106.683653709313,Hẻm ô tô,Quận 1,Phường Cầu Ông Lãnh,1877.5,1,1,1,1,0,0,Đường Phạm Viết Chánh,96.83302263648469,0.0,0.0,3.1675099866844207,17.0,2.167957568771107,29.5
32.0,3.0,4.3,Sổ hồng,Đầy đủ,10.800263223944,106.690415332418,Mặt tiền,Quận Phú Nhuận,Phường 7,232.2,0,0,0,1,0,1,Đường Nguyễn Công Hoan,91.60637381567615,0.0,0.0,8.406546080964686,5.0,2.9395581824953405,5.79
67.0,4.0,6.5,Sổ hồng,Đầy đủ,10.7605255950666,106.673150132616,Chưa xác định,Quận 10,Phường 2,7763.4,0,1,0,0,1,1,Đường Nguyễn Chí Thanh,81.37890614936755,0.0,3.720148388592627,14.901074271582038,8.0,3.504638001634727,13.0
57.0,4.0,6.0,Sổ hồng,Đầy đủ,10.8011714074988,106.695013381541,Mặt tiền,Quận Bình Thạnh,Phường 3,227.3,0,0,0,0,0,0,Phố Phan Đăng Lưu,0.0,0.0,0.0,100.0,9.0,2.876809844727512,10.98
92.0,2.0,5.3,Sổ hồng,Trống / Nhà thô,10.8435512973653,106.634629907443,Hẻm ô tô,Quận 12,Phường Đông Hưng Thuận,112.4,1,0,0,0,0,1,Đường Đông Hưng Thuận 3,78.00711743772241,22.0373665480427,0.0,0.0,5.0,10.446430156391093,6.39
100.0,4.0,5.0,Sổ hồng,Trống / Nhà thô,10.7449929826099,106.715685722816,Chưa xác định,Quận 7,Phường Tân Hưng,2636.1,0,1,0,1,1,0,Đường Lâm Văn Bền,60.42487007321422,39.57626797162475,0.0,0.0,8.0,3.798185852653578,11.9
140.0,4.0,16.0,Sổ hồng,Đầy đủ,10.71134,106.6936,Mặt tiền,Huyện Nhà Bè,Xã Phước Kiển,4487.0,0,0,0,0,0,0,Đường Đào Sư Tích,80.53710719857365,11.93559170938266,0.0,7.484733675061288,10.0,7.2363987794209015,15.5
